from,to,interaction_type
PDE4B_S732,PDE4B,phosphosite-protein
CTR9_T925,CTR9,phosphosite-protein
CTR9_T925,CTR9,phosphosite-protein
CTR9_T925,CTR9,phosphosite-protein
JUND_S255,JUND,phosphosite-protein
JUND_S255,JUND,phosphosite-protein
JUND_S255,JUND,phosphosite-protein
JUND_S255,JUND,phosphosite-protein
CTNND2_S1076,CTNND2,phosphosite-protein
CTNND2_S1076,CTNND2,phosphosite-protein
CTNND2_S1076,CTNND2,phosphosite-protein
RBM15_S700,RBM15,phosphosite-protein
PXN,C00076,protein-small_molecule
PXN,C00076,protein-small_molecule
PXN,C01328,protein-small_molecule
PXN,C01328,protein-small_molecule
PXN,C00002,protein-small_molecule
PXN,C00008,protein-small_molecule
PXN,C00044,protein-small_molecule
PXN,C00035,protein-small_molecule
NEDD4L_S448,NEDD4L,phosphosite-protein
NEDD4L_S448,NEDD4L,phosphosite-protein
NEDD4L_S448,NEDD4L,phosphosite-protein
PABPN1_S95,PABPN1,phosphosite-protein
AKAP11_T1100,AKAP11,phosphosite-protein
AKAP11_T1100,AKAP11,phosphosite-protein
WRNIP1_S153,WRNIP1,phosphosite-protein
CCDC6_S244,CCDC6,phosphosite-protein
CCDC6_S244,CCDC6,phosphosite-protein
EPS15L1_S229,EPS15L1,phosphosite-protein
RAPGEF2_S1115,RAPGEF2,phosphosite-protein
MAP3K7,C00076,protein-small_molecule
MAP3K7,C00076,protein-small_molecule
MAP3K7,C00002,protein-small_molecule
MAP3K7,C00008,protein-small_molecule
NEDD4L_S449,NEDD4L,phosphosite-protein
NEDD4L_S449,NEDD4L,phosphosite-protein
NEDD4L_S449,NEDD4L,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
RPS6KA4_S745,RPS6KA4,phosphosite-protein
ARHGEF6,C00044,protein-small_molecule
ARHGEF6,C00035,protein-small_molecule
ACLY_S455,ACLY,phosphosite-protein
CHAF1B_S410,CHAF1B,phosphosite-protein
CHAF1B_S410,CHAF1B,phosphosite-protein
PDE7B_S45,PDE7B,phosphosite-protein
DLGAP1_S134,DLGAP1,phosphosite-protein
AKAP12_S612,AKAP12,phosphosite-protein
AKAP12_S612,AKAP12,phosphosite-protein
AKAP12_S612,AKAP12,phosphosite-protein
AKAP12_S612,AKAP12,phosphosite-protein
GPM6A_S267,GPM6A,phosphosite-protein
GPM6A_S267,GPM6A,phosphosite-protein
MBP,C01673,protein-small_molecule
GFAP_S38,GFAP,phosphosite-protein
GFAP_S38,GFAP,phosphosite-protein
GFAP_S38,GFAP,phosphosite-protein
GFAP_S38,GFAP,phosphosite-protein
GFAP_S38,GFAP,phosphosite-protein
GFAP_S38,GFAP,phosphosite-protein
GTF3C2_S167,GTF3C2,phosphosite-protein
TPPP_S160,TPPP,phosphosite-protein
TPPP_S160,TPPP,phosphosite-protein
TPPP_S160,TPPP,phosphosite-protein
RIN1_S351,RIN1,phosphosite-protein
RIN1_S351,RIN1,phosphosite-protein
RIN1_S351,RIN1,phosphosite-protein
DGKB_T117,DGKB,phosphosite-protein
MAD1L1,C01328,protein-small_molecule
MAD1L1,C01328,protein-small_molecule
MAD1L1,C00002,protein-small_molecule
MAD1L1,C00008,protein-small_molecule
MAD1L1,C00010,protein-small_molecule
MAD1L1,C00024,protein-small_molecule
RASGRF2_S726,RASGRF2,phosphosite-protein
RASGRF2_S726,RASGRF2,phosphosite-protein
RASGRF2_S726,RASGRF2,phosphosite-protein
ADD2_S693,ADD2,phosphosite-protein
ADD2_S693,ADD2,phosphosite-protein
RIMS1_S1340,RIMS1,phosphosite-protein
PLCD3_S496,PLCD3,phosphosite-protein
PLCD3_S496,PLCD3,phosphosite-protein
PLCD3_S496,PLCD3,phosphosite-protein
USP20_S373,USP20,phosphosite-protein
EZR,C00002,protein-small_molecule
EZR,C00008,protein-small_molecule
EZR,C00575,protein-small_molecule
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
PDHA1_S300,PDHA1,phosphosite-protein
RBM14_S627,RBM14,phosphosite-protein
STAT1,C00002,protein-small_molecule
STAT1,C00008,protein-small_molecule
STAT1,PIAS1,protein-protein
STAT1,EP300,protein-protein
CCNK_S328,CCNK,phosphosite-protein
SETD2_T1853,SETD2,phosphosite-protein
SETD2_T1853,SETD2,phosphosite-protein
SETD2_T1853,SETD2,phosphosite-protein
SETD2_T1853,SETD2,phosphosite-protein
BCKDHA_S337,BCKDHA,phosphosite-protein
RAPGEF2_S930,RAPGEF2,phosphosite-protein
DPYSL3,C00282,protein-small_molecule
DPYSL3,C00282,protein-small_molecule
DPYSL3,C01328,protein-small_molecule
DPYSL3,C01328,protein-small_molecule
DPYSL3,C00002,protein-small_molecule
DPYSL3,C00008,protein-small_molecule
DPYSL3_T509,DPYSL3,phosphosite-protein
DPYSL3_T509,DPYSL3,phosphosite-protein
HUWE1_S3662,HUWE1,phosphosite-protein
HUWE1_S3662,HUWE1,phosphosite-protein
ZC3H14_S515,ZC3H14,phosphosite-protein
NUP214,C00738,protein-small_molecule
NUP214,C01096,protein-small_molecule
NUP214,C00002,protein-small_molecule
NUP214,C00008,protein-small_molecule
NUP214,C00044,protein-small_molecule
NUP214,C00035,protein-small_molecule
NUP214,C00085,protein-small_molecule
NUP214,C03998,protein-small_molecule
NUP214,C03998,protein-small_molecule
ARAP1_Y231,ARAP1,phosphosite-protein
CTPS2,C00302,protein-small_molecule
CTPS2,C00282,protein-small_molecule
CTPS2,C00282,protein-small_molecule
CTPS2,C01328,protein-small_molecule
CTPS2,C01328,protein-small_molecule
CTPS2,C00002,protein-small_molecule
CTPS2,C00064,protein-small_molecule
CTPS2,C00008,protein-small_molecule
CTPS2,C00075,protein-small_molecule
CTPS2,C00063,protein-small_molecule
FXYD1_T79,FXYD1,phosphosite-protein
FXYD1_T79,FXYD1,phosphosite-protein
NDRG2_S344,NDRG2,phosphosite-protein
HDAC4,C00044,protein-small_molecule
HDAC4,SRF,protein-protein
HDAC4,NCOR2,protein-protein
RANBP2,C00738,protein-small_molecule
RANBP2,C00698,protein-small_molecule
RANBP2,C00698,protein-small_molecule
RANBP2,C01096,protein-small_molecule
RANBP2,C00116,protein-small_molecule
RANBP2,C00116,protein-small_molecule
RANBP2,C01328,protein-small_molecule
RANBP2,C01328,protein-small_molecule
RANBP2,C00002,protein-small_molecule
RANBP2,C00008,protein-small_molecule
RANBP2,C00044,protein-small_molecule
RANBP2,C00035,protein-small_molecule
RANBP2,C00085,protein-small_molecule
RANBP2,C00010,protein-small_molecule
RANBP2,C03998,protein-small_molecule
RANBP2,C03998,protein-small_molecule
RANBP2,C00024,protein-small_molecule
SYNGAP1_S1204,SYNGAP1,phosphosite-protein
SQSTM1,C00002,protein-small_molecule
SQSTM1,C00008,protein-small_molecule
LMNB1,C01576,protein-small_molecule
CBX1,EMSY,protein-protein
PTPRU,C01328,protein-small_molecule
PTPRU,C01328,protein-small_molecule
POLR2A_S1892,POLR2A,phosphosite-protein
POLR2A_S1892,POLR2A,phosphosite-protein
PDCD4_S457,PDCD4,phosphosite-protein
PDCD4_S457,PDCD4,phosphosite-protein
PDCD4_S457,PDCD4,phosphosite-protein
LASP1_S146,LASP1,phosphosite-protein
LASP1_S146,LASP1,phosphosite-protein
LASP1_S146,LASP1,phosphosite-protein
SSB_S366,SSB,phosphosite-protein
POLR2A_S1917,POLR2A,phosphosite-protein
POLR2A_S1917,POLR2A,phosphosite-protein
POLR2A_S1917,POLR2A,phosphosite-protein
CDK11B,C00282,protein-small_molecule
CDK11B,C00282,protein-small_molecule
CDK11B,C00015,protein-small_molecule
RIMS1_S1342,RIMS1,phosphosite-protein
PGM2L1_S175,PGM2L1,phosphosite-protein
CTNND2_S460,CTNND2,phosphosite-protein
CTNND2_S460,CTNND2,phosphosite-protein
SSBP1_S67,SSBP1,phosphosite-protein
HNRNPUL1_S718,HNRNPUL1,phosphosite-protein
EPS15L1_S255,EPS15L1,phosphosite-protein
EPS15L1_S255,EPS15L1,phosphosite-protein
TRA2B_T33,TRA2B,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
MBP_S190,MBP,phosphosite-protein
ERF_S21,ERF,phosphosite-protein
CACNB2,C00076,protein-small_molecule
CACNB2,C00076,protein-small_molecule
GLUL_S322,GLUL,phosphosite-protein
GLUL_S322,GLUL,phosphosite-protein
PTK2B,C00076,protein-small_molecule
PTK2B,C00076,protein-small_molecule
PTK2B,C00282,protein-small_molecule
PTK2B,C00282,protein-small_molecule
PTK2B,C00002,protein-small_molecule
PTK2B,C00008,protein-small_molecule
PTK2B,C00044,protein-small_molecule
PTK2B,C00035,protein-small_molecule
PTK2B,C06563,protein-small_molecule
PTK2B,C06563,protein-small_molecule
PTK2B,TGFB1I1,protein-protein
VCL,C00076,protein-small_molecule
VCL,C00076,protein-small_molecule
VCL,C11250,protein-small_molecule
VCL,C11250,protein-small_molecule
VCL,C07592,protein-small_molecule
VCL,C00002,protein-small_molecule
VCL,C00008,protein-small_molecule
SUB1_S17,SUB1,phosphosite-protein
SUB1_S17,SUB1,phosphosite-protein
SNIP1_S35,SNIP1,phosphosite-protein
HSP90AB1,C00238,protein-small_molecule
HSP90AB1,C00238,protein-small_molecule
HSP90AB1,C19609,protein-small_molecule
HSP90AB1,C19609,protein-small_molecule
HSP90AB1,C00160,protein-small_molecule
HSP90AB1,C00002,protein-small_molecule
HSP90AB1,C00008,protein-small_molecule
HSP90AB1,C00044,protein-small_molecule
HSP90AB1,C16459,protein-small_molecule
HSP90AB1,C16459,protein-small_molecule
HSP90AB1,HSF1,protein-protein
YAP1_S61,YAP1,phosphosite-protein
YAP1_S61,YAP1,phosphosite-protein
YAP1_S61,YAP1,phosphosite-protein
NCOA2_S736,NCOA2,phosphosite-protein
NCOA2_S736,NCOA2,phosphosite-protein
NCOA2_S736,NCOA2,phosphosite-protein
TCEA1,C00002,protein-small_molecule
TCEA1,C00075,protein-small_molecule
TCEA1,C00063,protein-small_molecule
TCEA1,C00044,protein-small_molecule
TCEA1,TAF12,protein-protein
CDK12_S423,CDK12,phosphosite-protein
VIM,C00076,protein-small_molecule
VIM,C00076,protein-small_molecule
VIM,C00002,protein-small_molecule
VIM,C00008,protein-small_molecule
CETN2,C00002,protein-small_molecule
CETN2,C00008,protein-small_molecule
CETN2,C00044,protein-small_molecule
CETN2,XPC,protein-protein
PLCB3,C01996,protein-small_molecule
PLCB3,C01996,protein-small_molecule
PLCB3,C00246,protein-small_molecule
PLCB3,C00246,protein-small_molecule
PLCB3,C00076,protein-small_molecule
PLCB3,C00076,protein-small_molecule
PLCB3,C00698,protein-small_molecule
PLCB3,C00698,protein-small_molecule
PLCB3,C01602,protein-small_molecule
PLCB3,C00302,protein-small_molecule
PLCB3,C00388,protein-small_molecule
PLCB3,C00388,protein-small_molecule
PLCB3,C00282,protein-small_molecule
PLCB3,C00282,protein-small_molecule
PLCB3,C01328,protein-small_molecule
PLCB3,C01328,protein-small_molecule
PLCB3,C00249,protein-small_molecule
PLCB3,C00249,protein-small_molecule
PLCB3,C00163,protein-small_molecule
PLCB3,C00163,protein-small_molecule
PLCB3,C02679,protein-small_molecule
PLCB3,C02679,protein-small_molecule
PLCB3,C00780,protein-small_molecule
PLCB3,C00780,protein-small_molecule
PLCB3,C00002,protein-small_molecule
PLCB3,C00047,protein-small_molecule
PLCB3,C00008,protein-small_molecule
PLCB3,C00015,protein-small_molecule
PLCB3,C00062,protein-small_molecule
PLCB3,C00044,protein-small_molecule
PLCB3,C00803,protein-small_molecule
PLCB3,C00803,protein-small_molecule
PLCB3,C01585,protein-small_molecule
PLCB3,C01585,protein-small_molecule
PLCB3,C00035,protein-small_molecule
PLCB3,C16537,protein-small_molecule
PLCB3,C16537,protein-small_molecule
PLCB3,C00547,protein-small_molecule
PLCB3,C01245,protein-small_molecule
PLCB3,C00712,protein-small_molecule
PLCB3,C05103,protein-small_molecule
PLCB3,C02165,protein-small_molecule
PLCB3,C02166,protein-small_molecule
PLCB3,C02198,protein-small_molecule
PLCB3,C05951,protein-small_molecule
PLCB3,C05952,protein-small_molecule
PLCB3,C06314,protein-small_molecule
COPB2_S859,COPB2,phosphosite-protein
NDRG2_S346,NDRG2,phosphosite-protein
CDK12_T692,CDK12,phosphosite-protein
TGFB1I1_S403,TGFB1I1,phosphosite-protein
TGFB1I1_S403,TGFB1I1,phosphosite-protein
TGFB1I1_S403,TGFB1I1,phosphosite-protein
PPP1R9A_S95,PPP1R9A,phosphosite-protein
WNK1_S2032,WNK1,phosphosite-protein
PKP4_T1017,PKP4,phosphosite-protein
PHKA2,C00076,protein-small_molecule
PHKA2,C00076,protein-small_molecule
PHKA2,C00002,protein-small_molecule
PHKA2,C00008,protein-small_molecule
ADCY6,C00026,protein-small_molecule
ADCY6,C00026,protein-small_molecule
ADCY6,C00334,protein-small_molecule
ADCY6,C00334,protein-small_molecule
ADCY6,C01996,protein-small_molecule
ADCY6,C01996,protein-small_molecule
ADCY6,C00076,protein-small_molecule
ADCY6,C00076,protein-small_molecule
ADCY6,C05851,protein-small_molecule
ADCY6,C05851,protein-small_molecule
ADCY6,C00302,protein-small_molecule
ADCY6,C03758,protein-small_molecule
ADCY6,C03758,protein-small_molecule
ADCY6,C00388,protein-small_molecule
ADCY6,C00388,protein-small_molecule
ADCY6,C00305,protein-small_molecule
ADCY6,C00305,protein-small_molecule
ADCY6,C01598,protein-small_molecule
ADCY6,C01598,protein-small_molecule
ADCY6,C01328,protein-small_molecule
ADCY6,C01328,protein-small_molecule
ADCY6,C05332,protein-small_molecule
ADCY6,C05332,protein-small_molecule
ADCY6,C00042,protein-small_molecule
ADCY6,C00042,protein-small_molecule
ADCY6,C08325,protein-small_molecule
ADCY6,C08469,protein-small_molecule
ADCY6,C08469,protein-small_molecule
ADCY6,C07481,protein-small_molecule
ADCY6,C07481,protein-small_molecule
ADCY6,C18369,protein-small_molecule
ADCY6,C18369,protein-small_molecule
ADCY6,C07592,protein-small_molecule
ADCY6,C07592,protein-small_molecule
ADCY6,C08797,protein-small_molecule
ADCY6,C06533,protein-small_molecule
ADCY6,C06533,protein-small_molecule
ADCY6,C08778,protein-small_molecule
ADCY6,C00780,protein-small_molecule
ADCY6,C00780,protein-small_molecule
ADCY6,C00002,protein-small_molecule
ADCY6,C00918,protein-small_molecule
ADCY6,C19317,protein-small_molecule
ADCY6,C19317,protein-small_molecule
ADCY6,C00008,protein-small_molecule
ADCY6,C00575,protein-small_molecule
ADCY6,C00075,protein-small_molecule
ADCY6,C00044,protein-small_molecule
ADCY6,C00035,protein-small_molecule
ADCY6,C03990,protein-small_molecule
ADCY6,C03990,protein-small_molecule
ADCY6,C02528,protein-small_molecule
ADCY6,C00942,protein-small_molecule
ADCY6,C00212,protein-small_molecule
ADCY6,C00695,protein-small_molecule
ADCY6,C04483,protein-small_molecule
ADCY6,C09592,protein-small_molecule
ADCY6,C00547,protein-small_molecule
ADCY6,C01451,protein-small_molecule
ADCY6,C06186,protein-small_molecule
ADCY6,C09529,protein-small_molecule
ADCY6,C00696,protein-small_molecule
ADCY6,C05103,protein-small_molecule
ADCY6,C02166,protein-small_molecule
ADCY6,C05951,protein-small_molecule
ADCY6,C05952,protein-small_molecule
ADCY6,C06314,protein-small_molecule
ADCY6,C09345,protein-small_molecule
ADCY6,C13856,protein-small_molecule
ADCY6,C01312,protein-small_molecule
ADCY6,C14732,protein-small_molecule
ADCY6,C06124,protein-small_molecule
SPP1_S26,SPP1,phosphosite-protein
SPP1_S27,SPP1,phosphosite-protein
SPP1_S26,SPP1,phosphosite-protein
SPP1_S27,SPP1,phosphosite-protein
SPP1_S26,SPP1,phosphosite-protein
SPP1_S27,SPP1,phosphosite-protein
GNG2,C00026,protein-small_molecule
GNG2,C00026,protein-small_molecule
GNG2,C00334,protein-small_molecule
GNG2,C00334,protein-small_molecule
GNG2,C01996,protein-small_molecule
GNG2,C01996,protein-small_molecule
GNG2,C00246,protein-small_molecule
GNG2,C00246,protein-small_molecule
GNG2,C00076,protein-small_molecule
GNG2,C00076,protein-small_molecule
GNG2,C00698,protein-small_molecule
GNG2,C00698,protein-small_molecule
GNG2,C05851,protein-small_molecule
GNG2,C05851,protein-small_molecule
GNG2,C01602,protein-small_molecule
GNG2,C00302,protein-small_molecule
GNG2,C03758,protein-small_molecule
GNG2,C03758,protein-small_molecule
GNG2,C00388,protein-small_molecule
GNG2,C00388,protein-small_molecule
GNG2,C00282,protein-small_molecule
GNG2,C00282,protein-small_molecule
GNG2,C00238,protein-small_molecule
GNG2,C00238,protein-small_molecule
GNG2,C00305,protein-small_molecule
GNG2,C00305,protein-small_molecule
GNG2,C01598,protein-small_molecule
GNG2,C01598,protein-small_molecule
GNG2,C00249,protein-small_molecule
GNG2,C00249,protein-small_molecule
GNG2,C05332,protein-small_molecule
GNG2,C05332,protein-small_molecule
GNG2,C00163,protein-small_molecule
GNG2,C00163,protein-small_molecule
GNG2,C00042,protein-small_molecule
GNG2,C00042,protein-small_molecule
GNG2,C08325,protein-small_molecule
GNG2,C08469,protein-small_molecule
GNG2,C08469,protein-small_molecule
GNG2,C07481,protein-small_molecule
GNG2,C07481,protein-small_molecule
GNG2,C18369,protein-small_molecule
GNG2,C18369,protein-small_molecule
GNG2,C07592,protein-small_molecule
GNG2,C07592,protein-small_molecule
GNG2,C08797,protein-small_molecule
GNG2,C02679,protein-small_molecule
GNG2,C02679,protein-small_molecule
GNG2,C06533,protein-small_molecule
GNG2,C06533,protein-small_molecule
GNG2,C08778,protein-small_molecule
GNG2,C00780,protein-small_molecule
GNG2,C00780,protein-small_molecule
GNG2,C00002,protein-small_molecule
GNG2,C00918,protein-small_molecule
GNG2,C00047,protein-small_molecule
GNG2,C19317,protein-small_molecule
GNG2,C19317,protein-small_molecule
GNG2,C00008,protein-small_molecule
GNG2,C00015,protein-small_molecule
GNG2,C00075,protein-small_molecule
GNG2,C00062,protein-small_molecule
GNG2,C00044,protein-small_molecule
GNG2,C00803,protein-small_molecule
GNG2,C00803,protein-small_molecule
GNG2,C01585,protein-small_molecule
GNG2,C01585,protein-small_molecule
GNG2,C00035,protein-small_molecule
GNG2,C03990,protein-small_molecule
GNG2,C03990,protein-small_molecule
GNG2,C02528,protein-small_molecule
GNG2,C16537,protein-small_molecule
GNG2,C16537,protein-small_molecule
GNG2,C00212,protein-small_molecule
GNG2,C00695,protein-small_molecule
GNG2,C04483,protein-small_molecule
GNG2,C09592,protein-small_molecule
GNG2,C00547,protein-small_molecule
GNG2,C01245,protein-small_molecule
GNG2,C01451,protein-small_molecule
GNG2,C06186,protein-small_molecule
GNG2,C09529,protein-small_molecule
GNG2,C00712,protein-small_molecule
GNG2,C00696,protein-small_molecule
GNG2,C05103,protein-small_molecule
GNG2,C02165,protein-small_molecule
GNG2,C02166,protein-small_molecule
GNG2,C02198,protein-small_molecule
GNG2,C05951,protein-small_molecule
GNG2,C05952,protein-small_molecule
GNG2,C06314,protein-small_molecule
GNG2,C09345,protein-small_molecule
GNG2,C13856,protein-small_molecule
GNG2,C01312,protein-small_molecule
GNG2,C14732,protein-small_molecule
GNG2,C06124,protein-small_molecule
CTNND2_S537,CTNND2,phosphosite-protein
CTNND2_S537,CTNND2,phosphosite-protein
AKAP12_S19,AKAP12,phosphosite-protein
ZNF148_S412,ZNF148,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
SYN1_S665,SYN1,phosphosite-protein
STAT3,C05697,protein-small_molecule
STAT3,C05697,protein-small_molecule
STAT3,C00002,protein-small_molecule
STAT3,C00008,protein-small_molecule
STAT3,C07394,protein-small_molecule
STAT3,C09731,protein-small_molecule
STAT3,C03582,protein-small_molecule
STAT3,C12111,protein-small_molecule
STAT3,EP300,protein-protein
STAT3,FOXO1,protein-protein
YY1,HDAC1,protein-protein
YY1,EP300,protein-protein
ZC3HC1_S321,ZC3HC1,phosphosite-protein
SUGT1,C00238,protein-small_molecule
SUGT1,C00238,protein-small_molecule
SUGT1,C00002,protein-small_molecule
SUGT1,C16459,protein-small_molecule
SUGT1,C16459,protein-small_molecule
PIK3C2A_S259,PIK3C2A,phosphosite-protein
PTGES3,C00427,protein-small_molecule
PTGES3,C05103,protein-small_molecule
PDCD4,C07909,protein-small_molecule
SUPT5H,C00928,protein-small_molecule
SUPT5H,C00928,protein-small_molecule
SUPT5H,C00002,protein-small_molecule
SUPT5H,C00075,protein-small_molecule
SUPT5H,C00063,protein-small_molecule
SUPT5H,C00144,protein-small_molecule
SUPT5H,C00044,protein-small_molecule
SUPT5H,C00035,protein-small_molecule
SUPT5H,C00021,protein-small_molecule
SUPT5H,LEO1,protein-protein
SUPT5H,CTR9,protein-protein
SRRM1,C00002,protein-small_molecule
PCM1_S1768,PCM1,phosphosite-protein
CDKN1B,C01328,protein-small_molecule
CDKN1B,C01328,protein-small_molecule
CDKN1B,C07610,protein-small_molecule
CDKN1B,C00002,protein-small_molecule
CDKN1B,C00008,protein-small_molecule
CDKN1B,C07909,protein-small_molecule
CDKN1B,DDB2,protein-protein
KSR2_T272,KSR2,phosphosite-protein
KSR2_T272,KSR2,phosphosite-protein
KSR2_T272,KSR2,phosphosite-protein
KSR2_T272,KSR2,phosphosite-protein
RRAS,C00002,protein-small_molecule
RRAS,C00008,protein-small_molecule
RRAS,C00044,protein-small_molecule
RRAS,C00035,protein-small_molecule
HERC1_S2710,HERC1,phosphosite-protein
NFYA_S326,NFYA,phosphosite-protein
NFYA_S326,NFYA,phosphosite-protein
NFYA_S326,NFYA,phosphosite-protein
RFFL_S229,RFFL,phosphosite-protein
NCBP1,C00002,protein-small_molecule
NCBP1,C00008,protein-small_molecule
NCBP1,C00075,protein-small_molecule
NCBP1,C00063,protein-small_molecule
NCBP1,C00044,protein-small_molecule
NCBP1,C00035,protein-small_molecule
NCBP1,C00021,protein-small_molecule
NCBP1,C03998,protein-small_molecule
NCBP1,C03998,protein-small_molecule
NCBP1,PABPN1,protein-protein
LEO1_S630,LEO1,phosphosite-protein
LEO1_S630,LEO1,phosphosite-protein
AKAP11_S1171,AKAP11,phosphosite-protein
LSM11_S21,LSM11,phosphosite-protein
WDR77,HDAC1,protein-protein
TNKS1BP1_S691,TNKS1BP1,phosphosite-protein
CACNB1,C00076,protein-small_molecule
CACNB1,C00076,protein-small_molecule
PSMF1,C00820,protein-small_molecule
PSMF1,C16433,protein-small_molecule
PSMF1,C00736,protein-small_molecule
PSMF1,C00302,protein-small_molecule
PSMF1,C16435,protein-small_molecule
